id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
30276134,邦查女孩,"拥有七个名字的少女遇上只跟树说话的青年
纯真爱情、乡野传奇、山林浩劫
横扫台湾文学界所有大奖
莫言评价“如此文笔可惊天”
...................
◎ 编辑推荐
☆《邦查女孩》是台湾七〇后代表作家甘耀明突破《杀鬼》的又一代表作。从《杀鬼》、《邦查女孩》到《冬将军来的夏天》，甘耀明以三个长篇将台湾近百年的历史重新描绘了一遍。甘耀明曾获得台湾几乎所有的文学大奖，被认为是台湾文坛“新乡土”的代表人物，作品风格多元、写法多变，擅长想象力纷呈的奇幻描写，刻画现实的细腻笔法，闽南、客家、外省、原住民的文化元素混用，有“千面写手”的美誉，也得到莫言“如此文笔可惊天”的赞赏。
☆《邦查女孩》2015年在台湾出版以来，横扫台湾所有重大文学奖项。作者为写作此书进行了长期的研究，多次前往故事所在地，台湾东部的林田山，搜集各种原住民神话、地方乡野传说，采访当地的伐木工、消防员、小火车司机、酒保，攒聚了关于伐木林场运作、工寮生活、流笼运输等深厚的知识量，因此能像信手拈来一般，用文字将整个故事的时空背景以有趣活泼、色彩斑斓的文笔完美重现，毫无斧凿的痕迹。
☆《邦查女孩》的故事发生在涵盖六十八座山，四千多万棵树的伐木林场“摩里沙卡”，这里有大限将近的三千年古树、有被捕获待售的水鹿、有承载云豹灵魂的黄狗，也有肉体、精神布满伤痕的人们。在这块美丽的森林家园，具有野草魂韧性的古阿霞，和坚持与自然对话、不使用电锯伐木的帕吉鲁，面对的是整个岛屿的一段悲伤厚重的历史。“邦查女孩”展现给读者的，不止是一段朴质隽永的爱情，也是如同寓言一般、一曲自然与人类交互呜咽吟唱的温柔之歌。
...................
◎ 内容简介
“走了多久？”“一个太阳，一个月亮，一条河，六座山。”
在风雨飘摇的七十年代台湾，见识过人性黑暗的阿美族女孩古阿霞躲在饭馆楼梯间五年，一天终于跟着患有自闭症、开不了口说话的“杀刀王”帕吉鲁来到新家：林场“摩里沙卡”。她和他一起募款复校，拜访精神分裂的老兵，悼念政治受难者老师，接触入世救人的信仰精神。面对各种考验：暴雨狂风、森林大火、登山雪暴，小人物们用生命谱写下了一则则属于自己坚毅、温柔的传奇故事。
本书也描写了蒋介石政权白色恐怖的时代悲剧，以及进入电锯时代后山林遭到疯狂砍伐的景象，侧面呈现了那段少为人所熟知的岛屿历史。
...................
◎ 名人推荐
如此文笔可惊天！
——诺贝尔文学奖获奖作家 莫言
放大到台湾小说史的层次上，《邦查女孩》更可能具有某种纪念碑式的意义：也许这会是台湾小说上第三次大规模的写实主义浪潮即将拍打而来的信号。（第一次在一九二○年代，新文学初萌之时；第二次在一九七○年代的乡土文学论战后，直到解严与“后现代”冲击之前的乡土小说潮。）
——文学评论者 朱宥勋
《邦查女孩》有如台湾版阿甘正传，展现出庞大的企图与书写的力气。
——诗人 罗志成
甘耀明的小说肌理，有着生猛的光泽，同时也蕴藏温婉的情感。在叙事技巧上，充分展现身为“说故事的人”的语言魅力，《邦查女孩》无疑是一部挑战自我的作品，在小说艺术上抵达新的高峰。
——小说家 何敬尧
把大叙事、历史事件嵌进小说的时间轴，要好看，却不匠气，很考验功力。而甘耀明的《邦查女孩》则拥有很温柔的故事脉络，我觉得之所以会迷人，便是在于文字的气氛。从甘耀明过往的作品中，能读到很诗质的语言，也有俚俗、方言的运用，而新作品中的文字则很节制、很透明。
——台湾文学研究者 陈明柔
拜读《邦查女孩》，我惊喜发现甘耀明岂仅只存有着丰富快乐的童年，他定然也有着充满好奇与实际付诸探险的青春期，并带着热爱生命的激情与饥渴的求知欲望步入壮年。表现在小说中，也使得作品风格与内涵既延续又屡屡突破，既童稚梦幻又世故深沉；嬉笑与欢乐下藏着巨大的知识体系与简单易懂却深刻沉蕴的偈言智语。
——台湾原住民作家 巴代
...................
◎ 获奖记录
☆  入选2017法兰克福书展台湾馆书单
☆  2016年台北国际书展大奖
☆  第六届红楼梦奖决审团奖
☆  2016年金鼎奖文学图书奖
☆  小说引力：华文国际互联平台2001～2015华文长篇小说20部
☆  2015年中国时报开卷年度好书
☆  2015年台湾文学金典奖",https://dou.img.lithub.cc/book/30276134.jpg,2018-11,https://book.douban.com/subject/30276134/,8.9,,4,"刚开始读，从读到的内容，很难想象出那些是台北的样子，因为粗粝和原始，怀旧的气息弥漫，也吃橄榄和咖啡，想起《野猪渡河》里在南洋华人群居的村庄，看到后面建校男女主角去都市走了一趟，才开始有电影《风柜里来的人》场景的轮廓。
故事很长，跟着女主角去了很多地方，见了很多人，做了很多工。建校以后，一小节一个故事，像晚间八点档电视剧。写长篇的作者发挥稳定，没有因为故事进入中后期对细节刻画漫不经心让人物走样，难得的是，虽然是男作家，但对女性的情绪描写也细腻妥帖—虽然作为男读者好像没有发言权，还有对树木的描写，对动物的描写等等这些细节，越到后面读的越慢，慢到有些意兴阑珊。好在故事虽然平缓但有力量，结局或许不尽人意，但温柔和美好会留在记忆里。
值得一读。",,2024-07-28 15:22:08,甘耀明 / 2018 / 文化发展出版社
27594900,夜色温柔,"迪克和尼尔科是一对迷人的夫妇，住在法国南部的别墅里，身边围绕着一群朋友。人人都想跟他们成为朋友，并借此攀附上流阶层。迪克本是前途无限的精神病专家，妻子尼尔科是她的病人。他们相互爱慕，迪克更是借着尼尔科优渥的家世迅速进阶上流社会。在欲望的驱使下，迪克爱上年轻演员萝丝玛丽，甚至染上酗酒的恶习。而妻子尼尔科的精神疾病反反复复，最后也因为与迪克渐行渐远，让这段婚姻走向了末路……
《夜色温柔》是菲兹杰拉德身前最后一部长篇小说。他人生的最后阶段正是最黑暗艰难的时期，生活上出现严重的经济危机，妻子泽尔达也深陷精神疾病的煎熬。菲兹杰拉德通过这部作品挖掘心路历程，描绘“大萧条时代”来临美国梦的破灭，一切来得那么快消失得也那么快，就像一场短暂的梦。
---------------------------------------------------------------------------
◆1948年权威修订，兰登书屋现代文库版全文翻译，两百余处精心注释
◆二十世纪美国杰出作家，村上春树、海明威、塞林格均受他影响
◆美国“迷惘的一代”代表作家菲兹杰拉德呕心沥血的自传体长篇小说
◆头号粉丝海明威：“《夜色温柔》这部小说太出色了，简直令人惊叹。”
◆不仅仅是爱情的破灭，更是“大萧条时代”美国梦的破灭
◆二十世纪百佳小说第28名，一部关于失败的美丽之书
---------------------------------------------------------------------------
他的才华就像蝴蝶翅膀上缤纷的图案，完全是天生的。——海明威
我真想把其中的妙处告诉别人。——村上春树
菲兹杰拉德是我最推崇的美国作家，他是个天才，写作技巧高超，他的作品有强烈的时代特性，叙述清晰，文风优雅，词句多姿多彩。——张爱玲
菲兹杰拉德的一生是英雄的一生。——阿·密兹纳
菲兹杰拉德的作品把亲密和疏远结合在一起：他似乎同时既站在20世纪20年代之中，又站在20年代之外；但是在写接踵而来的那段时期时，却没有人能同样地把这两种品质结合在一起。——马尔科姆·考利
菲兹杰拉德是他那一代人的历史学家，并且长时间作为那个时代最突出的代表。——卡津
菲兹杰拉德的小说是从他的灵魂深处流出来的，尽管他的作品只是显露出他自己，可是他写得如此卓越，以致他显露出来的是人性的百态。——查尔斯·显恩",https://dou.img.lithub.cc/book/27594900.jpg,2017-12-1,https://book.douban.com/subject/27594900/,8.6,,4,,"美国,文学",2024-07-06 19:49:01,弗朗西斯•司各特•菲兹杰拉德 / 2017 / 深圳报业集团出版社
35690031,阳明学述要,"阳明学入门极简读本
钱穆专门研究王阳明的唯一著作
富有活力的生命体验，解读“良知”的哲学真谛
◎	内容简介
《阳明学述要》原名《王守仁》，初版于1930年。王阳明之学是明代理学的重镇。钱先生把王阳明置于整个理学发展史中加以考察，以洗炼的笔法勾勒王学之大纲与流变，指出阳明思想的价值在于其以全新的方式解决了宋儒“万物一体”和“变化气质”的遗留问题，贡献了独特的“良知”理论。钱先生讲王学，提醒读者“脱弃训诂和条理的眼光，直透大义，反向自心”，以求得王学之“真着精神处”，这是钱先生于王学的独特之处。这是钱穆一生中唯一专门研究王阳明的学术著作，完整地呈现了钱穆早年研究王阳明的学术成果，也是了解阳明学极简便的入门读本。
◎	编辑推荐（作品看点）
1.著名历史学家、国学大师钱穆的经典。
2.钱先生用“切至的工夫体认”即“内在性研究”方法，把自己的内心体验移入研究对象，告诉您一个充满生命活力的王阳明“良知学”。
3.这是一本让读者一生受用不尽的“大家小书”。
◎	媒体及学者推荐
如果忽略体认自得的实践而空谈理论，那就不可能把握宋明哲学的真谛。然而就实践而言，如果只用西洋式的研究方法来阐明，始终只是记述而已。因为对于一种缜密深刻的学说，如果不用切至的工夫去体认，终究是不能得其真髓的。
——冈田武彦
所谓真了解者，必神游冥想，与立说之古人，处于同一境界，而对于其持论所以不得不如是之苦心孤诣，表一种之同情，始能批评其学说之是非得失，而无隔阂肤廓之论。                                                       ——陈寅恪",https://dou.img.lithub.cc/book/35690031.jpg,2021-12,https://book.douban.com/subject/35690031/,8.8,,4,"从业数年，距熟读文言治学光阴甚远，初读甚缓，及至半篇，到底顺畅，少有磕绊。书回文中，先生以知行合一”名扬天下，然今日读之，方觉与“君子一言驷马难追”、“说到做到”等概念实有霄壤之别。致知在于明辨善恶，而践行则在于付诸实践。如毛祖实践出真知现代哲学，亦不遑多让。而善恶之辨非可由书本言传，亦非可由性情推知，唯由心而定。然人心易受世俗蒙蔽，故需以诚量物，时时修养自身，方能臻于圆满。
扯不下去了...总之，钱穆先生写的很好，引经据典，结构分明，洋洋洒洒把阳明心学说了个通透。",,2024-07-05 08:50:50,钱穆 / 2021 / 理想国丨海南出版社
35295592,小狗钱钱,"吉娅是一个普通的12岁女孩，一次偶然的机会，她救助了一只受伤的小狗，并给它取名叫“钱钱”。没想到，钱钱居然是一位深藏不露的理财高手，它改变了吉娅一家人的财富命运……
“欧洲理财大师”博多·舍费尔用生动的理财童话，教会你如何从小学会支配金钱，而不是受金钱的支配；如何像富人那样思考，正确地认识和使用金钱；如何进行理财投资，找到积累资产的方法，早日实现财务自由！",https://dou.img.lithub.cc/book/35295592.jpg,2021-2,https://book.douban.com/subject/35295592/,9.2,,4,实体书应该很薄，很快就读完了。整体还不错，寓教于乐。不止是理财的内容，成功日记，七十二小时内开始行动这些概念或多或少可以让人在平凡日子里得到一些启发，确定方向或者获得以为确定了方向的成就感。小孩大人都适合读～,,2024-07-05 08:49:35,[德] 博多·舍费尔 / 2021 / 中信出版集团
35031587,绝叫,"罗翔老师推荐！“这本书深刻地揭示了日本的社会问题，日本40多年来社会变迁的各种缩影。”
豆瓣「2020年度读书榜单」推理·悬疑类top1！
怀才者的自怜是天鹅的挽歌， 平庸者的崩坏是野兽的绝叫。
-
★同名日剧位居豆瓣“2019评分最高日本剧集”榜单Top10
★日本现象级社会派推理小说
★长达四十年的恶女编年史
★绝对现实，却超乎想象！
-
【内容简介】
铃木阳子死了，死在独居的公寓里。正确说来，是铃木阳 子几个月前死了。因为发现她时，不但遗体遭到屋内的十一只猫啃食，连猫也全数饿死了。铃木阳子显然是「孤独死」的最佳范例，但这名女子为何落到这步田地？她的亲人、朋友、同事在哪里？她的人生轨迹又是如何？
-
【编辑推荐】
《绝叫》是日本新锐社会派推理作家叶真中显创作的推理小说，讲述了女主人公阳子在平庸懦弱的表象之下，隐密的跌宕、罪恶人生。该书揭露常被人们忽视的社会问题，深刻而引人深思，刻画人物思想的变化细腻而一针见血，以阳子的离奇经历，连缀了日本四十年来社会变迁的各种缩影，是日本近年来具有代表性的优秀推理小说。
该书在日本一经出版就引起极大反响，入围第68回日本推理作家协会奖、第36回吉川英治文学新人奖、第27回“这本推理小说了不起”大奖 、第12回书店大奖、第11回启文堂大奖、周刊文春年度推理小说榜。
后《绝叫》繁体版问世，使国内推理小说爱好者得以一探究竟。《绝叫》繁体版在豆瓣获得8.6的高评分，是少有的在有简体中文版之前就广受好评的外国小说。
2019年，根据《绝叫》改编的同名日剧播出，又获得了豆瓣逾万人点评、8.4分的好成绩，并入围豆瓣“2019评分最高日本剧集”榜单Top10。
2020年7月，《绝叫》简体中文版正式上市，以飨读者。",https://dou.img.lithub.cc/book/35031587.jpg,2020-7,https://book.douban.com/subject/35031587/,8.9,,4,小说和电视剧一样精彩。电视剧最后给神代加的台词让人物更加丰满一些。,,2024-07-05 08:49:12,[日] 叶真中显 / 2020 / 北京联合出版公司
35219184,判决,"本书属于《设计师联名书系·K经典》全6册的其中一本。《判决》（Das Urteil）是卡夫卡在1912年9月22日晚间至9月23日凌晨一夜写就的小说，被视为卡夫卡写作风格形成的早期代表，讲述了父子之间一场可以把人推入深渊的判决。
本书还收录了《司炉（一则断片）》（Der Heizer：Ein Fragment），它是卡夫卡未完成的长篇小说《失踪者》（后更名为《美国》）的第一章，写于1912年年初，次年由德国科尔特·沃尔夫出版社（Kurt Wolff Verlag）出版。小说讲述了16岁的卡尔独自前往美国，为轮船上的司炉的不公待遇打抱不平的故事。
编辑推荐：
★“K经典”系列涵盖卡夫卡生前出版发表的全部中短篇作品。另收录6篇卡夫卡生前未发表的遗作、卡夫卡遗嘱、卡夫卡大事年表。
★8篇作品为彤雅立译本独有，其中3篇短文遗作为简体中文版首度亮相。
★世界顶尖书籍装帧设计师彼得·门德尔桑德操刀封面设计，打造“书中的艺术品”。他的设计被《华尔街日报》形容是“当代小说封面中最具辨识度与代表性的设计”。“K经典”打破了以往卡夫卡图书的沉重朴素，前卫感十足；抽象的图形，明快的颜色，赋予卡夫卡作品新的生命力。
★德文直译，单一译者。与市面上通行的汇编译本合集相比，“K经典”系列语言风格更加一致；由德文直译，更加纯粹地还原卡夫卡作品的精髓。",https://dou.img.lithub.cc/book/35219184.jpg,2021-1-1,https://book.douban.com/subject/35219184/,8.1,,3,,,2024-07-05 08:48:41,[奥地利] 弗朗茨·卡夫卡 / 2021 / 北京燕山出版社
36427040,骗子家族,"➦【看点简介】
◆ 真正精妙的骗局，会让你以为看出了破绽！
演技封神的“爸爸”+高智商锁匠“妈妈”+精通道具的魔术师“哥哥”……五个身怀绝技的骗子，共谋一场改变命运的惊天骗局！
◆本书斩获日本推理作家协会奖，横扫三大推理榜单，豆瓣原版8.2分！
本书作者是推理界反转大师道尾秀介，曾斩获本格推理大奖、直木奖、恐怖悬疑大奖特别奖等重磅推理大奖，作品日本累计销量已破700万册！
◆翻开第1页，你就已经陷入了一场精妙骗局！
当你以为看穿了故事的真相时，真正的骗局才刚刚开始。
➦【故事简介】
五个身怀绝技的骗子，被迫住到了同一个屋檐下。他们看似家人般关系和谐，但每个人都藏着不为人知的秘密。
“爸爸”：演技封神的骗术之王。
“妈妈”：老谋深算的高智商锁匠。
“姐姐”：擅于操纵人心的关系高手。
“哥哥”：精通各类道具的魔术师。
“妹妹”：中年大叔的克星。
还有一只突然出现的猫。
各怀鬼胎的五个人，却有同一个让他们无法翻身的仇敌。于是，为了改变任人宰割的命运，他们决定策划一场惊天大骗局！
➦【名人评价】
故事的结局让我想起知名电影《骗中骗》，在这个故事结束时，最后一幕却生出了一个全然不同的故事。——阿部宽（著名日本演员）
这本书的主题、角色、构思都异常精巧，让人拿起就欲罢不能。 ——歌野晶午（著名推理小说家）",https://dou.img.lithub.cc/book/36427040.jpg,2023-7-12,https://book.douban.com/subject/36427040/,7.8,,4,三星半吧。救赎的主题和社会边缘人报团取暖的小剧场都写的不错，但遗憾的也是这里，看推理悬疑类的书总体希望看到还是精妙的诡计和智力的对决，这本书在结尾时虽然有做处理和解释，但总体还是有一些为了反转多少在细节上有些牵强和不尽人意。,,2024-07-04 10:32:33,[日] 道尾秀介 / 2023 / 海南出版社
27125958,人生复本,"这是一个关于平行宇宙的故事。
做出不同的选择，人生会不会变得不一样？
如果再给自己一次选择的机会，你会抛弃现在的生活嘛？
“你过得开心吗？”
这是杰森在失去意识前听到的最后一句话。再次醒来时，他发现自己躺在医院的轮床上，一位陌生人微笑着对他说，“我的朋友，欢迎你回来。”
然而他面对的世界与之前完全不同。
他没有了妻子，原来的孩子也不存在了。他的身份不再是大学里的普通教授，而是人人皆知的科研天才。
杰森无法分清眼前的世界是梦还是现实，也不知该如何回到以前的生活。但毫无疑问的是，在新的世界里，他将面对自己内心深处最黑暗的部分。",https://dou.img.lithub.cc/book/27125958.jpg,2017-11,https://book.douban.com/subject/27125958/,7.9,,4,还挺好看的，平行宇宙的概念总给人很多想象空间。,,2024-06-12 23:04:27,[美国] 布莱克·克劳奇 / 2017 / 中信出版社
35218475,变形记,"""本书属于《设计师联名书系·K经典》全6册的其中一本。《变形记》是卡夫卡著名的中篇小说，完成于1912年，1915年出版面市。
小说主人公格雷戈尔是一家公司的旅行业务员，他也是整个家庭的经济支柱。一天清晨醒来时，格雷戈尔变成了甲虫，自此他不仅丧失了生活和工作能力，还被视为家庭的负担和丑闻。父母、妹妹对他的态度骤然反转，由尊敬到嫌恶，露出一张张冷漠的嘴脸。最后，格雷戈尔在饥饿中孤独死去。""
编辑推荐：
★“K经典”系列涵盖卡夫卡生前出版发表的全部中短篇作品。另收录6篇卡夫卡生前未发表的遗作、卡夫卡遗嘱、卡夫卡大事年表。
★8篇作品为彤雅立译本独有，其中3篇短文遗作为简体中文版首度亮相。
★世界顶尖书籍装帧设计师彼得·门德尔桑德操刀封面设计，打造“书中的艺术品”。他的设计被《华尔街日报》形容是“当代小说封面中最具辨识度与代表性的设计”。“K经典”打破了以往卡夫卡图书的沉重朴素，前卫感十足；抽象的图形，明快的颜色，赋予卡夫卡作品新的生命力。
★德文直译，单一译者。与市面上通行的汇编译本合集相比，“K经典”系列语言风格更统一；德文直译，纯粹地还原卡夫卡作品的精髓。",https://dou.img.lithub.cc/book/35218475.jpg,2020-1-1,https://book.douban.com/subject/35218475/,9.2,,3,很难评，只能说没有看到打动我的东西。,,2024-06-08 19:42:51,[奥地利] 弗朗茨·卡夫卡 / 2020 / 北京燕山出版社
35635464,不对称,"1988年，一个大学刚毕业的男孩站在祖母家的屋顶上抽着烟，望着远处的底格里斯河，对身旁第一次回老家的十二岁弟弟讲起了自己的十二岁，讲起七十年代里那些酷热的夏夜，父母把床垫搬上屋顶，一家三口在河面吹来的凉风中好眠。

他就躺在月光下，说等着瞧吧弟弟，要不了多久，我们的国家就会再次强盛起来。道路平坦宽阔，吊桥闪闪发光，遍地都是五星级酒店；情侣们一窝蜂地飞到巴士拉去度蜜月，小学生在乌尔的神庙前面摆拍，背包客把阿斯卡里的明信片寄回家，夕阳红旅客会把一罐罐的尤苏菲耶蜂蜜塞进行李箱；巴格达将会成为奥运会主办城市，美索不达米亚雄狮队将会赢得世界杯；战争会彻底结束，巴比伦哈特拉尼尼微的遗迹都将免费开放，连安保都不需要。人们将从四面八方涌来，亲眼见证伊拉克的古老与美丽。

十几年后，哥哥失去了音讯，急着去找他的弟弟困在机场，被入境检查员反复盘问：你哥哥是什么人？你要去伊拉克做什么？

他想起最后一次见到哥哥时的样子，他像个巨人一样靠坐在塑料花园椅上，把肱二头肌上看不见的尘屑掸掉，然后抬起脸，目光扫过向西飞驰的云彩，像是在看一出穿越库尔德天空的出埃及记。他看起来更像一个向世界施加力量的生灵，而不是相反。原来，这样的一个人也会消失。

在所有的大地上，人们正在四面八方地涌来和死去。
✈️
其他人也会决心在新的一年里多吃蔬菜、跑步和阅读，而从不担心下个月会破产、宵禁或断电吗?
其他人也会在电视上无声地看棒球赛吗，看到运动员长时间悬停在空中时也会想到尼金斯基吗?
其他人也会向别人隐瞒爱人吗，因为这要比向自己隐瞒自己容易得多?
其他人也会想上帝有没有在下周为自 己安排一场巴士车祸吗，在面对无可名状的命运时?
其他人也曾见过一个名叫热纳维耶芙的女孩吗，一条白金色的马尾沿着她的脊背垂到腰际?
其他人也会暗自写作吗，在被世界抹除之前把自己的存在用白纸黑字记下来?
其他人也以为自己是真实的人吗，经受着真实的生活，以及音乐会中真实的一声枪响?
一个正陷于和著名作家的忘年恋并逐渐成长为有抱负小说家的年轻白人女性助理编辑有可能理解一位想转机去库尔德寻找失联哥哥却被英国移民官扣留在机场的中年伊拉克裔男性经济学家吗？
✈️
《不对称》由三个看似相互独立的部分组成，探讨了激发并持续影响人际关系的诸多不对称：性别、年龄、权力、才华、财富、声明、地域、种族、宗教……与正义。
第一部分名为“愚蠢”，以第三人称讲述了一位二十出头的美国助理编辑爱丽丝与比她年长四十五岁的著名作家埃兹拉·布雷泽的“爱情”故事。
第二部分名为“疯狂”，以第一人称回忆了伊拉克裔美国经济学家阿马尔的生平。他此行飞往伦敦，是为了转机去库尔德斯坦，寻找失联的哥哥，却意外地被移民官员扣留，在希思罗机场的一间拘留室里度过了2008年的最后一个周末。
第三部分是布莱泽的访谈，我们将从中领会整本书最核心的秘密，角色之间的关系也将袒露出前所未有的含义——“一场坠入兔子洞的未知之旅。翻过全书的最后一页，读者会忍不住回到开头，反复体会哈利迪是怎样一次又一次地颠覆整个故事的。”（《华盛顿邮报》)
“哈利迪几乎同时写下了一部匿名的纪实小说，一部思想小说和一部关于政治参与的元小说。”（《纽约时报书评》）同时，《不对称》也是一个人蒙着面纱的肖像——一个决心超越她的出身、她的特权、她的天真的人。
“在她的笔下，‘不对称’不只存在于野心与成就之间、年轻女性与年长男性之间，更存在于西方与其他地区，以及国家与个人之间，由此提出了关于想象力和共情能力的局限性的问题：我们能否跨越性别、种族、国籍和权力的界限来理解彼此；一个人愿意为理解素不相识的人付出多少努力，以及可以在多大程度上做到和做不到这一点。”（《纽约客》）
2018年，《不对称》英文版的出版被媒体形容为一场“文学事件”，风靡一时，有心的读者会发现，它的知名很大程度上还是因为metoo运动的热潮，以及知名老作家和女文青之间的八卦。然而，从阅读中我们很容易便能意识到：书中人与人的关系远非简单的权力关系可以概括，而是息息相关、休戚与共；自传性也并非噱头，而是以整个现实世界与这部小说互文，从而拓宽了叙事的景深；而且，莉萨·哈利迪也志不在此——
“你在写这个吗，我们的事？”
“没有。”
“那你在写什么？”
“其他的人。”
……
无论如何，《不对称》都迫使我们成为一个更好的读者，一个更积极的观察者。",https://dou.img.lithub.cc/book/35635464.jpg,2021-11,https://book.douban.com/subject/35635464/,7.6,,4,,,2024-06-05 21:51:38,[美] 莉萨·哈利迪 / 2021 / 河南文艺出版社
